[INFO ] [2021-09-17 13:55:52,081] Pre-Condition - Open browser 'firefox' with url: 'https://admin-demo.nopcommerce.com/login?ReturnUrl=/admin/'
[INFO ] [2021-09-17 13:58:52,989] Admin_02 - Step 4: Click to Seach button
[INFO ] [2021-09-17 13:58:53,284] Admin_02 - Step 5: Verify No Data message is displayed
[INFO ] [2021-09-17 13:58:53,423]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-17 13:58:53,428] Admin_03 - Step 1: Refresh Product Search Page
[INFO ] [2021-09-17 13:58:56,227] Admin_03 - Step 2: Input 'Lenovo IdeaCentre 600 All-in-One PC' to textbox Product Name
[INFO ] [2021-09-17 13:58:56,403] Admin_03 - Step 3: Select 'Computers' from Dropdown Category
[INFO ] [2021-09-17 13:58:56,736] Admin_03 - Step 4: Check to checkbox Sub Categories
[INFO ] [2021-09-17 13:58:57,047] Admin_03 - Step 5: Click to Seach button
[INFO ] [2021-09-17 13:58:58,364] Admin_03 - Step 6: Verify only 1 item displayed
[INFO ] [2021-09-17 13:58:58,430]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-17 13:58:58,430] Admin_03 - Step 7: Verify data is displayed with 'Lenovo IdeaCentre 600 All-in-One PC','LE_IC_600','500','10000'
[INFO ] [2021-09-17 13:58:58,522]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-17 13:58:58,528] Admin_04 - Step 1: Refresh Product Search Page
[INFO ] [2021-09-17 13:59:01,360] Admin_04 - Step 2: Input 'Lenovo IdeaCentre 600 All-in-One PC' to textbox Product Name
[INFO ] [2021-09-17 13:59:01,504] Admin_04 - Step 3: Select 'Computers >> Desktops' from Dropdown Category
[INFO ] [2021-09-17 13:59:01,845] Admin_04 - Step 4: Click to Seach button
[INFO ] [2021-09-17 13:59:04,136] Admin_04 - Step 5: Verify only 1 item displayed
[INFO ] [2021-09-17 13:59:04,186]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-17 13:59:04,186] Admin_03 - Step 6: Verify data is displayed with 'Lenovo IdeaCentre 600 All-in-One PC','LE_IC_600','500','10000'
[INFO ] [2021-09-17 13:59:04,259]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-17 13:59:04,266] Admin_05 - Step 1: Refresh Product Search Page
[INFO ] [2021-09-17 13:59:07,153] Admin_05 - Step 2: Input 'Lenovo IdeaCentre 600 All-in-One PC' to textbox Product Name
[INFO ] [2021-09-17 13:59:07,317] Admin_05 - Step 3: Select 'All' from Dropdown Category
[INFO ] [2021-09-17 13:59:07,437] Admin_05 - Step 4: Select 'Apple' from Dropdown Manufacturer
[INFO ] [2021-09-17 13:59:07,753] Admin_05 - Step 5: Click to Seach button
[INFO ] [2021-09-17 13:59:09,042] Admin_05 - Step 6: Verify No Data message is displayed
[INFO ] [2021-09-17 13:59:09,271]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-17 13:59:09,277] Admin_06 - Step 1: Refresh Product Search Page
[INFO ] [2021-09-17 13:59:12,153] Admin_06 - Step 2: Input data to 'GoDirectlyToSku' textbox LE_IC_600
[INFO ] [2021-09-17 13:59:12,271] Admin_06 - Step 3: Click to button 'Go'
[INFO ] [2021-09-17 13:59:14,978] Admin_06 - Step 4: Navigate to Product Details page
[INFO ] [2021-09-17 13:59:15,990] Admin_06 - Step 5: Click to expand icon at 'Product info'
[INFO ] [2021-09-17 13:59:16,287] Admin_06 - Step 6: Verify data is displayed with 'Lenovo IdeaCentre 600 All-in-One PC'
[INFO ] [2021-09-17 13:59:16,808]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-17 13:59:16,813] Admin_07 - Step 1: Refresh Product Details Page
[INFO ] [2021-09-17 13:59:21,133] Admin_07 - Step 2: Navigate to Dashboard Page
[INFO ] [2021-09-17 13:59:35,009]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-17 13:59:37,902]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-17 13:59:43,542]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-17 13:59:43,609]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-17 13:59:51,676]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-17 13:59:51,728]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-17 13:59:59,312]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-17 13:59:59,348]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-17 14:00:05,409]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-17 14:00:05,460]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-17 14:00:16,018]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-17 14:00:22,514]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-17 14:00:22,551]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-17 14:00:22,557] Admin_13 - Step 1: Refresh Customers Page
[INFO ] [2021-09-17 14:00:25,312] Admin_13 - Step 2: Input data to textbox Email with edit_automationfc_2563@mail.com
[INFO ] [2021-09-17 14:00:25,453] Admin_13 - Step 3: Input data to textbox FirstName with Edit Automation
[INFO ] [2021-09-17 14:00:25,566] Admin_13 - Step 4: Input data to textbox LastName with Edit FC
[INFO ] [2021-09-17 14:00:25,683] Admin_13 - Step 5: Select from dropdown Month with '2'
[INFO ] [2021-09-17 14:00:26,000] Admin_13 - Step 6: Select from dropdown Day with '2'
[INFO ] [2021-09-17 14:00:26,310] Admin_13 - Step 7: Input data to textbox LastName with Edit Automation FC
[INFO ] [2021-09-17 14:00:26,422] Admin_13 - Step 8: Close default 'Registered' role of dropdown 'Customer Roles'
[INFO ] [2021-09-17 14:00:26,521] Admin_13 - Step 9:  Select from dropdown Customer Roles with data Guests
[INFO ] [2021-09-17 14:00:27,679] Admin_13 - Step 10: Click to Search button
[INFO ] [2021-09-17 14:00:29,016] Admin_13 - Step 11: Click to Edit button on table data
[INFO ] [2021-09-17 14:00:29,747] Admin_13 - Step 12: Navigate to Customer Edit Page
[INFO ] [2021-09-17 14:00:29,747] Admin_13 - Step 13: Click to expand icon on Addresses
[INFO ] [2021-09-17 14:00:30,614] Admin_13 - Step 14: Click to 'Add new address' button
[INFO ] [2021-09-17 14:00:39,408] Admin_13 - Step 15: Input data to First name textbox
[INFO ] [2021-09-17 14:00:39,561] Admin_13 - Step 16: Input data to Last name textbox
[INFO ] [2021-09-17 14:00:39,673] Admin_13 - Step 17: Input data to Email textbox
[INFO ] [2021-09-17 14:00:39,835] Admin_13 - Step 18: Input data to Company textbox
[INFO ] [2021-09-17 14:00:39,956] Admin_13 - Step 19: Select from Country dropdown with data Viet Nam
[INFO ] [2021-09-17 14:00:40,318] Admin_13 - Step 20: Select from State/province dropdown with data Other
[INFO ] [2021-09-17 14:00:40,399] Admin_13 - Step 21: Input to City textbox with data Ho Chi Minh
[INFO ] [2021-09-17 14:00:40,504] Admin_13 - Step 22: Input to Address1 textbox with data 743 Le Loi
[INFO ] [2021-09-17 14:00:40,634] Admin_13 - Step 23: Input to Address2 textbox with data 453 Le Lai
[INFO ] [2021-09-17 14:00:40,766] Admin_13 - Step 24: Input Zip/postal code textbox with data 650000
[INFO ] [2021-09-17 14:00:40,883] Admin_13 - Step 25: Input to Phone number textbox with data 0987654555
[INFO ] [2021-09-17 14:00:41,011] Admin_13 - Step 26: Input to Fax number textbox with data 0987654555
[INFO ] [2021-09-17 14:00:41,143] Admin_13 - Step 27: Click to Save button
[INFO ] [2021-09-17 14:00:41,533] Admin_13 - Step 28: Verify address added success message is displayed
[INFO ] [2021-09-17 14:00:42,812]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-17 14:00:42,812] Admin_13 - Step 29: Click to 'back to customer details'
[INFO ] [2021-09-17 14:00:45,494] Admin_13 - Step 30: Click to expand icon on Addresses
[INFO ] [2021-09-17 14:00:46,951] Admin_13 - Step 31: Verify address displayed in Addresses
[INFO ] [2021-09-17 14:00:47,040]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-17 14:00:47,045] Admin_14 - Step 1: Click to 'back to customer list'
[INFO ] [2021-09-17 14:00:48,729] Admin_14 - Step 2: Input data to textbox Email with edit_automationfc_2563@mail.com
[INFO ] [2021-09-17 14:00:48,885] Admin_14 - Step 3: Input data to textbox FirstName with Edit Automation
[INFO ] [2021-09-17 14:00:49,014] Admin_14 - Step 4: Input data to textbox LastName with Edit FC
[INFO ] [2021-09-17 14:00:49,136] Admin_14 - Step 5: Select from dropdown Month with '2'
[INFO ] [2021-09-17 14:00:49,451] Admin_14 - Step 6: Select from dropdown Day with '2'
[INFO ] [2021-09-17 14:00:49,764] Admin_14 - Step 7: Input data to textbox LastName with Edit Automation FC
[INFO ] [2021-09-17 14:00:49,911] Admin_14 - Step 8: Close default 'Registered' role of dropdown 'Customer Roles'
[INFO ] [2021-09-17 14:00:50,083] Admin_14 - Step 9:  Select from dropdown Customer Roles with data Guests
[INFO ] [2021-09-17 14:00:51,204] Admin_14 - Step 10: Click to Search button
[INFO ] [2021-09-17 14:00:52,531] Admin_14 - Step 11: Click to Edit button on table data
[INFO ] [2021-09-17 14:00:53,276] Admin_14 - Step 12: Navigate to Customer Edit Page
[INFO ] [2021-09-17 14:00:53,277] Admin_14 - Step 13: Click to expand icon on Addresses
[INFO ] [2021-09-17 14:00:53,398] Admin_14 - Step 14: Click Edit button link on Addresses table data
[INFO ] [2021-09-17 14:00:56,840] Admin_14 - Step 15: Input data to First name textbox
[INFO ] [2021-09-17 14:00:56,960] Admin_14 - Step 16: Input data to Last name textbox
[INFO ] [2021-09-17 14:00:57,086] Admin_14 - Step 17: Input data to Email textbox
[INFO ] [2021-09-17 14:00:57,217] Admin_14 - Step 18: Input data to Company textbox
[INFO ] [2021-09-17 14:00:57,330] Admin_14 - Step 19: Select from Country dropdown with data Viet Nam
[INFO ] [2021-09-17 14:00:57,683] Admin_14 - Step 20: Select from State/province dropdown with data Other
[INFO ] [2021-09-17 14:00:58,008] Admin_14 - Step 21: Input to City textbox with data Ho Chi Minh
[INFO ] [2021-09-17 14:00:58,129] Admin_14 - Step 22: Input to Address1 textbox with data 743 Le Loi
[INFO ] [2021-09-17 14:00:58,227] Admin_14 - Step 23: Input to Address2 textbox with data 453 Le Lai
[INFO ] [2021-09-17 14:00:58,379] Admin_14 - Step 24: Input Zip/postal code textbox with data 650000
[INFO ] [2021-09-17 14:00:58,522] Admin_14 - Step 25: Input to Phone number textbox with data 0987654555
[INFO ] [2021-09-17 14:00:58,666] Admin_14 - Step 26: Input to Fax number textbox with data 0987654555
[INFO ] [2021-09-17 14:00:58,773] Admin_14 - Step 27: Click to Save button
[INFO ] [2021-09-17 14:01:00,797] Admin_14 - Step 28: Verify address added success message is displayed
[INFO ] [2021-09-17 14:01:00,873]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-17 14:01:00,873] Admin_14 - Step 29: Click to 'back to customer details'
[INFO ] [2021-09-17 14:01:03,584] Admin_14 - Step 30: Click to expand icon on Addresses
[INFO ] [2021-09-17 14:01:04,682] Admin_14 - Step 31: Verify address displayed in Addresses
[INFO ] [2021-09-17 14:01:04,773]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-17 14:01:04,779] Admin_15 - Step 1: Click to 'back to customer list'
[INFO ] [2021-09-17 14:01:06,640] Admin_15 - Step 2: Input data to textbox Email with edit_automationfc_2563@mail.com
[INFO ] [2021-09-17 14:01:06,763] Admin_15 - Step 3: Input data to textbox FirstName with Edit Automation
[INFO ] [2021-09-17 14:01:06,872] Admin_15 - Step 4: Input data to textbox LastName with Edit FC
[INFO ] [2021-09-17 14:01:06,991] Admin_15 - Step 5: Select from dropdown Month with '2'
[INFO ] [2021-09-17 14:01:07,295] Admin_15 - Step 6: Select from dropdown Day with '2'
[INFO ] [2021-09-17 14:01:07,624] Admin_15 - Step 7: Input data to textbox LastName with Edit Automation FC
[INFO ] [2021-09-17 14:01:07,739] Admin_15 - Step 8: Close default 'Registered' role of dropdown 'Customer Roles'
[INFO ] [2021-09-17 14:01:07,868] Admin_15 - Step 9:  Select from dropdown Customer Roles with data Guests
[INFO ] [2021-09-17 14:01:08,990] Admin_15 - Step 10: Click to Search button
[INFO ] [2021-09-17 14:01:10,314] Admin_15 - Step 11: Click to Edit button on table data
[INFO ] [2021-09-17 14:01:10,990] Admin_15 - Step 12: Navigate to Customer Edit Page
[INFO ] [2021-09-17 14:01:10,990] Admin_15 - Step 13: Click to expand icon on Addresses
[INFO ] [2021-09-17 14:01:11,107] Admin_15 - Step 14: Click Edit button link on Addresses table data
[INFO ] [2021-09-17 14:01:12,996] Admin_15 - Step 15: Accept alert
[INFO ] [2021-09-17 14:01:13,028] Admin_15 - Step 16: Verify delete address message displayed in Addresses
[INFO ] [2021-09-17 14:01:13,730]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-17 14:01:13,739] Post-Condition - Close browser 'firefox'
[INFO ] [2021-09-17 14:01:13,739] OS name = windows 10
[INFO ] [2021-09-17 14:01:14,602] Pre-Condition - Open browser 'chrome' with url: 'https://admin-demo.nopcommerce.com/login?ReturnUrl=/admin/'
[INFO ] [2021-09-17 14:01:16,990] Admin_00 - Step 1: Open 'Admin Nopcommerce' page
[INFO ] [2021-09-17 14:01:16,990] Admin_00 - Step 2: Input data to Email textbox admin@yourstore.com
[INFO ] [2021-09-17 14:01:17,195] Admin_00 - Step 3: Input data to Password textbox admin
[INFO ] [2021-09-17 14:01:17,351] Admin_00 - Step 4: Verify Dashboard Header Text is displayed
[INFO ] [2021-09-17 14:02:39,734] Pre-Condition - Open browser 'firefox' with url: 'https://admin-demo.nopcommerce.com/login?ReturnUrl=/admin/'
[INFO ] [2021-09-17 14:02:48,349] Admin_00 - Step 1: Open 'Admin Nopcommerce' page
[INFO ] [2021-09-17 14:02:48,352] Admin_00 - Step 2: Input data to Email textbox admin@yourstore.com
[INFO ] [2021-09-17 14:02:48,538] Admin_00 - Step 3: Input data to Password textbox admin
[INFO ] [2021-09-17 14:02:48,675] Admin_00 - Step 4: Verify Dashboard Header Text is displayed
[INFO ] [2021-09-17 14:02:56,079]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-17 14:02:56,216] Admin_01 - Step 1: At Dashboard Page, click to menu 'Catalog' and submenu 'Products'
[INFO ] [2021-09-17 14:02:58,188] Admin_01 - Step 2: Input 'Lenovo IdeaCentre 600 All-in-One PC' to textbox Product Name
[INFO ] [2021-09-17 14:02:58,344] Admin_01 - Step 3: Click to Seach button
[INFO ] [2021-09-17 14:02:59,656] Admin_01 - Step 4: Verify only 1 item displayed
[INFO ] [2021-09-17 14:02:59,736]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-17 14:02:59,736] Admin_01 - Step 5: Verify data is displayed with 'Lenovo IdeaCentre 600 All-in-One PC','LE_IC_600','500','10000'
[INFO ] [2021-09-17 14:02:59,807]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-17 14:02:59,814] Admin_02 - Step 1: Refresh Product Search Page
[INFO ] [2021-09-17 14:03:02,799] Admin_02 - Step 2: Input 'Lenovo IdeaCentre 600 All-in-One PC' to textbox Product Name
[INFO ] [2021-09-17 14:03:02,975] Admin_02 - Step 3: Select 'Computers' from Dropdown Category
[INFO ] [2021-09-17 14:03:03,322] Admin_02 - Step 4: Click to Seach button
[INFO ] [2021-09-17 14:03:03,727] Admin_02 - Step 5: Verify No Data message is displayed
[INFO ] [2021-09-17 14:03:03,881]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-17 14:03:03,886] Admin_03 - Step 1: Refresh Product Search Page
[INFO ] [2021-09-17 14:03:06,754] Admin_03 - Step 2: Input 'Lenovo IdeaCentre 600 All-in-One PC' to textbox Product Name
[INFO ] [2021-09-17 14:03:06,920] Admin_03 - Step 3: Select 'Computers' from Dropdown Category
[INFO ] [2021-09-17 14:03:07,256] Admin_03 - Step 4: Check to checkbox Sub Categories
[INFO ] [2021-09-17 14:03:07,636] Admin_03 - Step 5: Click to Seach button
[INFO ] [2021-09-17 14:03:08,926] Admin_03 - Step 6: Verify only 1 item displayed
[INFO ] [2021-09-17 14:03:08,977]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-17 14:03:08,977] Admin_03 - Step 7: Verify data is displayed with 'Lenovo IdeaCentre 600 All-in-One PC','LE_IC_600','500','10000'
[INFO ] [2021-09-17 14:03:09,051]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-17 14:03:09,056] Admin_04 - Step 1: Refresh Product Search Page
[INFO ] [2021-09-17 14:03:11,873] Admin_04 - Step 2: Input 'Lenovo IdeaCentre 600 All-in-One PC' to textbox Product Name
[INFO ] [2021-09-17 14:03:12,030] Admin_04 - Step 3: Select 'Computers >> Desktops' from Dropdown Category
[INFO ] [2021-09-17 14:03:12,357] Admin_04 - Step 4: Click to Seach button
[INFO ] [2021-09-17 14:03:14,633] Admin_04 - Step 5: Verify only 1 item displayed
[INFO ] [2021-09-17 14:03:14,700]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-17 14:03:14,700] Admin_03 - Step 6: Verify data is displayed with 'Lenovo IdeaCentre 600 All-in-One PC','LE_IC_600','500','10000'
[INFO ] [2021-09-17 14:03:14,788]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-17 14:03:14,793] Admin_05 - Step 1: Refresh Product Search Page
[INFO ] [2021-09-17 14:03:17,062] Admin_05 - Step 2: Input 'Lenovo IdeaCentre 600 All-in-One PC' to textbox Product Name
[INFO ] [2021-09-17 14:03:17,223] Admin_05 - Step 3: Select 'All' from Dropdown Category
[INFO ] [2021-09-17 14:03:17,313] Admin_05 - Step 4: Select 'Apple' from Dropdown Manufacturer
[INFO ] [2021-09-17 14:03:17,653] Admin_05 - Step 5: Click to Seach button
[INFO ] [2021-09-17 14:03:18,961] Admin_05 - Step 6: Verify No Data message is displayed
[INFO ] [2021-09-17 14:03:19,054]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-17 14:03:19,060] Admin_06 - Step 1: Refresh Product Search Page
[INFO ] [2021-09-17 14:03:21,794] Admin_06 - Step 2: Input data to 'GoDirectlyToSku' textbox LE_IC_600
[INFO ] [2021-09-17 14:03:21,915] Admin_06 - Step 3: Click to button 'Go'
[INFO ] [2021-09-17 14:03:23,385] Admin_06 - Step 4: Navigate to Product Details page
[INFO ] [2021-09-17 14:03:24,401] Admin_06 - Step 5: Click to expand icon at 'Product info'
[INFO ] [2021-09-17 14:03:24,686] Admin_06 - Step 6: Verify data is displayed with 'Lenovo IdeaCentre 600 All-in-One PC'
[INFO ] [2021-09-17 14:03:25,076]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-17 14:03:25,084] Admin_07 - Step 1: Refresh Product Details Page
[INFO ] [2021-09-17 14:03:29,826] Admin_07 - Step 2: Navigate to Dashboard Page
[INFO ] [2021-09-17 14:03:41,120]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-17 14:03:44,047]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-17 14:03:48,877]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-17 14:03:48,927]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-17 14:03:56,501]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-17 14:03:56,600]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-09-17 14:04:03,539]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-17 14:04:03,607]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-09-17 14:04:10,133]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-17 14:04:10,198]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-17 14:04:22,312]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-17 14:04:28,749]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-17 14:04:28,800]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-09-17 14:04:28,806] Admin_13 - Step 1: Refresh Customers Page
[INFO ] [2021-09-17 14:04:31,534] Admin_13 - Step 2: Input data to textbox Email with edit_automationfc_53774@mail.com
[INFO ] [2021-09-17 14:04:31,689] Admin_13 - Step 3: Input data to textbox FirstName with Edit Automation
[INFO ] [2021-09-17 14:04:31,830] Admin_13 - Step 4: Input data to textbox LastName with Edit FC
[INFO ] [2021-09-17 14:04:31,951] Admin_13 - Step 5: Select from dropdown Month with '2'
[INFO ] [2021-09-17 14:04:32,256] Admin_13 - Step 6: Select from dropdown Day with '2'
[INFO ] [2021-09-17 14:04:32,568] Admin_13 - Step 7: Input data to textbox LastName with Edit Automation FC
[INFO ] [2021-09-17 14:04:32,675] Admin_13 - Step 8: Close default 'Registered' role of dropdown 'Customer Roles'
[INFO ] [2021-09-17 14:04:32,778] Admin_13 - Step 9:  Select from dropdown Customer Roles with data Guests
[INFO ] [2021-09-17 14:04:33,954] Admin_13 - Step 10: Click to Search button
[INFO ] [2021-09-17 14:04:35,277] Admin_13 - Step 11: Click to Edit button on table data
[INFO ] [2021-09-17 14:04:36,067] Admin_13 - Step 12: Navigate to Customer Edit Page
[INFO ] [2021-09-17 14:04:36,067] Admin_13 - Step 13: Click to expand icon on Addresses
[INFO ] [2021-09-17 14:04:36,217] Admin_13 - Step 14: Click to 'Add new address' button
[INFO ] [2021-09-17 14:04:38,998] Admin_13 - Step 15: Input data to First name textbox
[INFO ] [2021-09-17 14:04:39,116] Admin_13 - Step 16: Input data to Last name textbox
[INFO ] [2021-09-17 14:04:39,219] Admin_13 - Step 17: Input data to Email textbox
[INFO ] [2021-09-17 14:04:39,374] Admin_13 - Step 18: Input data to Company textbox
[INFO ] [2021-09-17 14:04:39,524] Admin_13 - Step 19: Select from Country dropdown with data Viet Nam
[INFO ] [2021-09-17 14:04:39,846] Admin_13 - Step 20: Select from State/province dropdown with data Other
[INFO ] [2021-09-17 14:04:39,945] Admin_13 - Step 21: Input to City textbox with data Ho Chi Minh
